id,win,item1,item2,item3,item4,item5,item6,trinket,kills,deaths,assists,largestkillingspree,largestmultikill,killingsprees,longesttimespentliving,doublekills,triplekills,quadrakills,pentakills,legendarykills,totdmgdealt,magicdmgdealt,physicaldmgdealt,truedmgdealt,largestcrit,totdmgtochamp,magicdmgtochamp,physdmgtochamp,truedmgtochamp,totheal,totunitshealed,dmgselfmit,dmgtoobj,dmgtoturrets,visionscore,timecc,totdmgtaken,magicdmgtaken,physdmgtaken,truedmgtaken,goldearned,goldspent,turretkills,inhibkills,totminionskilled,neutralminionskilled,ownjunglekills,enemyjunglekills,totcctimedealt,champlvl,pinksbought,wardsbought,wardsplaced,wardskilled,firstblood
498,1,3001,1056,3027,3111,3151,3113,3340,2,6,7,0,1,0,667,0,0,0,0,0,151322,116387,22850,12085,0,18755,13081,2179,3494,9290,1,734,0,1639,0,0,35203,16401,18802,0,11987,11225,1,0,167,29,12,17,372,16,1,0,9,1,0
499,0,3157,3020,1057,3027,3108,0,3340,5,9,7,0,1,0,333,0,0,0,0,0,104898,93731,11167,0,0,20703,19413,1289,0,3904,1,311,0,1946,0,0,21586,7579,13329,677,9683,8970,0,0,136,0,0,0,366,13,0,0,12,2,0
500,0,2301,2031,3158,3151,1028,1052,3341,1,12,10,0,1,0,279,0,0,0,0,0,24871,20916,3955,0,0,13759,12466,1293,0,450,1,259,0,682,0,0,19917,6691,12826,399,8051,7760,0,0,15,1,1,0,31,11,3,0,25,3,0
501,0,3142,3047,3071,0,0,0,3340,1,8,7,0,1,0,339,0,0,0,0,0,51029,2475,48553,0,547,13096,1460,11635,0,2410,4,236,0,1441,0,0,16222,4925,11108,188,8664,7600,1,0,110,0,0,0,60,11,0,0,7,0,0
502,0,1056,2010,3157,3165,3020,3113,3363,6,7,7,4,2,1,486,1,0,0,0,0,88951,76223,11229,1498,0,21561,18461,1818,1282,547,1,555,0,832,0,0,20172,9000,10887,284,9963,9525,0,0,130,2,1,1,175,13,3,0,12,3,0
503,0,3143,1042,0,3512,1419,3111,3340,7,9,4,3,2,1,322,1,0,0,0,0,84035,22749,56424,4862,0,11012,4657,4957,1397,10393,1,485,0,1268,0,0,30047,5335,24271,440,9995,9775,0,0,23,49,34,15,820,12,0,0,11,2,0
504,1,3190,2045,3069,3751,1031,3117,3340,4,4,31,2,1,1,651,0,0,0,0,0,27264,21456,5808,0,0,9836,8458,1378,0,5800,5,764,0,1153,0,0,22367,12444,9474,448,11245,9350,0,0,33,0,0,0,162,14,2,0,30,7,0
505,1,3140,3072,3094,3031,3035,3006,3363,16,4,15,7,3,3,724,4,1,0,0,0,173293,4481,166691,2120,1056,31163,1020,29526,616,2648,3,1462,0,7924,0,0,19795,10540,8779,476,16873,14650,5,0,181,8,4,4,374,15,0,0,9,0,0
506,1,3102,2031,3742,1057,3111,1408,3340,6,3,15,4,1,1,843,0,0,0,0,0,101570,14730,80131,6708,0,12835,2221,10560,54,7806,1,963,0,2968,0,0,26244,11209,12625,2409,11044,10020,0,0,40,57,26,31,428,14,1,0,18,1,1
507,1,3047,3078,3748,1057,0,0,3340,5,6,9,2,1,1,310,0,0,0,0,0,91865,163,81821,9881,0,9955,163,8815,977,3304,1,34,0,6028,0,0,18961,10608,7776,576,10888,9903,1,0,122,9,8,1,225,14,0,0,8,2,0
508,1,3027,3157,3020,3165,3057,2033,3340,14,3,12,9,3,3,693,3,1,0,0,0,93669,72063,21054,552,0,23515,20800,2372,342,6813,1,3480,0,2279,0,0,27864,13297,13796,770,12966,11550,0,0,90,18,10,8,159,15,0,0,10,2,0
509,0,3078,3157,3111,3068,1031,3065,3364,10,11,4,4,2,3,751,1,0,0,0,0,173866,104276,68637,952,420,31551,19771,11335,444,3910,1,0,0,892,0,0,46442,15199,29680,1563,15701,15208,0,0,214,3,0,3,355,18,1,0,14,3,0
510,0,3153,3078,3042,3158,3072,3075,3340,12,8,13,5,2,2,877,1,0,0,0,0,192301,26273,165013,1014,0,43643,11209,32193,240,4337,4,915,0,2476,0,0,26189,9082,15941,1166,17181,17108,2,1,246,2,1,1,166,18,1,0,19,4,0
511,0,1029,3065,3117,3025,3068,1031,3340,2,10,18,0,1,0,450,0,0,0,0,0,49248,29361,14853,5032,0,13852,9585,3893,374,4059,5,1258,0,1240,0,0,36661,11428,22806,2426,11795,11375,0,0,42,1,0,1,198,16,3,0,21,3,0
512,0,1401,3078,3047,3742,3065,1031,3340,9,6,10,4,3,3,831,1,1,0,0,0,221804,53851,153988,13966,0,22310,6026,14487,1796,20280,1,189,0,1837,0,0,53111,12049,39192,1869,15535,14108,0,0,51,173,95,78,520,18,0,0,16,2,0
513,0,3089,3157,3165,3001,3020,3285,3364,9,9,12,3,1,3,449,0,0,0,0,0,224065,201175,20927,1962,0,27169,23642,1870,1656,854,1,893,0,4918,0,0,25018,10889,13030,1098,17741,17610,3,0,249,24,21,3,1848,18,2,0,10,1,0
514,1,2139,3116,3020,3100,3135,3198,3340,6,10,11,5,1,1,856,0,0,0,0,0,161690,143920,16088,1681,0,27590,26582,606,402,2680,1,947,0,750,0,0,28107,15465,11883,758,14799,14425,0,0,200,23,21,2,401,17,1,0,9,2,0
515,1,3036,3153,3026,3085,3031,3087,3363,25,6,7,13,3,4,652,10,2,0,0,0,351893,68177,260707,23008,1047,64319,5544,54818,3956,7678,2,0,0,9338,0,0,30329,15270,14400,658,23316,20425,4,1,319,22,11,11,958,18,1,0,12,5,0
516,1,3504,3107,2301,3117,3083,0,3364,1,8,24,0,1,0,401,0,0,0,0,0,24200,14308,7766,2124,0,8171,4238,2304,1628,8412,7,945,0,1633,0,0,27298,15233,11698,366,12707,10625,0,0,11,0,0,0,270,17,1,0,34,1,0
517,1,3111,1011,3078,3065,3156,1031,3340,4,5,11,0,1,0,768,0,0,0,0,0,149074,20188,125198,3687,0,24937,9131,15734,72,9770,1,0,0,7602,0,0,33792,11776,21176,840,14577,13183,2,0,180,0,0,0,222,18,0,0,15,1,1
518,1,3153,1028,1419,3156,3053,3111,3340,8,13,9,2,1,3,618,0,0,0,0,0,166967,45946,112127,8893,0,24454,9460,12927,2066,24426,1,1334,0,508,0,0,57674,16540,39244,1888,14585,13925,1,0,58,72,46,26,482,18,0,0,16,1,0
519,1,3153,2031,1033,0,3124,3047,3340,2,11,3,0,1,0,278,0,0,0,0,0,129260,2255,127005,0,0,13285,495,12789,0,1852,1,904,0,5832,0,0,25368,8532,16197,639,10522,9000,2,1,167,5,4,1,59,15,0,0,7,0,0
520,1,1401,2031,3158,3065,1033,1026,3340,0,3,7,0,0,0,756,0,0,0,0,0,111853,74786,24129,12936,0,7042,5812,975,255,8641,1,442,0,587,0,0,29946,6176,23547,222,9623,7775,0,0,16,106,56,50,369,14,0,0,12,0,0
521,1,3508,0,3006,3071,1053,3102,3340,13,6,8,6,2,4,267,2,0,0,0,0,111623,4120,106640,862,617,28073,2692,25118,262,2576,3,419,0,14262,0,0,27921,10154,17333,433,13038,11275,5,0,132,3,3,0,149,13,1,0,11,0,1
522,1,3157,1056,3020,3285,3165,3135,3340,15,3,9,9,1,2,730,0,0,0,0,0,137815,118660,17281,1874,0,38361,34325,2637,1397,1038,1,2049,0,4044,0,0,14018,8663,5355,0,14484,13750,2,2,161,8,3,5,333,15,0,0,10,0,0
523,1,3069,3190,3107,2049,1011,3158,3364,2,5,20,2,1,1,530,0,0,0,0,0,17667,10773,6873,21,0,4113,3583,509,21,27872,6,143,0,1912,0,0,14454,6581,7785,88,10743,10250,0,0,9,0,0,0,293,13,0,0,14,1,0
524,0,2031,3111,1056,3100,3285,0,3340,6,11,6,2,1,1,431,0,0,0,0,0,81744,70367,11376,0,0,15048,13278,1770,0,503,1,0,0,429,0,0,20668,12625,7510,531,9394,8225,0,0,95,5,5,0,291,13,1,0,12,1,0
525,0,2033,3147,3158,1031,3071,1011,3340,8,4,8,3,1,2,692,0,0,0,0,0,121150,9826,110222,1102,0,25869,5491,19527,850,749,1,0,0,1478,0,0,22416,8410,13675,330,11055,9450,1,0,159,2,1,1,223,16,0,0,9,2,0
526,0,1056,3157,3158,1056,1026,3113,3340,1,7,3,0,1,0,399,0,0,0,0,0,74232,63763,10469,0,0,8195,6514,1681,0,4906,2,315,0,1829,0,0,18196,7288,10513,394,7675,6550,0,0,93,0,0,0,231,12,0,0,0,0,0
527,0,3152,1026,1082,3158,3065,1028,3340,1,7,8,0,1,0,513,0,0,0,0,0,93682,78089,15193,400,623,12987,10828,1759,400,15316,1,0,0,0,0,0,28826,8361,20193,271,8873,7950,0,0,122,20,9,11,84,12,0,0,2,1,0
528,0,3117,1408,3071,3074,1031,1033,3340,11,3,5,10,1,1,1383,0,0,0,0,0,143826,27677,107878,8270,0,14316,2937,11247,132,5823,1,759,0,2151,0,0,27712,11164,16139,408,12222,11425,1,0,88,65,45,20,556,15,0,0,19,0,0
529,0,3114,3117,2303,1028,1006,0,3340,1,6,3,0,1,0,339,0,0,0,0,0,15924,8406,4224,3293,0,4170,2956,1213,0,735,2,148,0,0,0,0,13492,2310,11154,28,5104,4875,0,0,28,0,0,0,40,9,1,0,13,3,0
530,0,1055,3142,3006,2010,3134,0,3340,4,2,0,3,2,1,662,1,0,0,0,0,55177,1533,53644,0,498,8002,1160,6841,0,1004,2,0,0,2485,0,0,8045,1772,6273,0,7053,5800,0,0,120,0,0,0,14,11,0,0,2,0,0
531,0,3153,2031,1001,1011,1031,0,3340,3,6,1,0,1,0,385,0,0,0,0,0,59759,251,59508,0,0,8013,251,7762,0,2293,1,407,0,2772,0,0,18418,2857,15176,384,6424,5550,1,0,93,0,0,0,50,12,0,0,7,0,0
532,0,1419,3006,3144,0,0,0,3340,1,5,0,0,1,0,467,0,0,0,0,0,71718,1452,60287,9978,0,3898,128,2784,985,6457,1,411,0,0,0,0,19771,2360,17053,358,5878,5575,0,0,11,58,48,10,365,10,0,0,7,1,0
533,0,1055,1055,3046,1042,1018,3047,3340,1,6,0,0,1,0,263,0,0,0,0,0,57781,9448,48117,216,218,4187,695,3276,216,189,1,436,0,0,0,0,12717,1747,10375,594,5990,5700,0,0,122,6,6,0,94,11,0,0,5,0,0
534,1,3142,3071,1011,2055,3047,0,3340,8,0,3,8,1,1,0,0,0,0,0,0,81915,5470,75196,1248,0,14663,1488,12514,660,749,1,0,0,3762,0,0,8551,773,7191,587,9829,8375,3,0,151,0,0,0,114,13,1,0,5,0,0
535,1,3153,3047,1419,1029,1029,0,3340,7,1,6,5,1,2,374,0,0,0,0,0,72415,10116,56843,5456,262,10158,1614,8059,484,6998,1,233,0,6115,0,0,11332,717,10547,67,8878,8325,1,0,15,45,34,11,528,11,0,0,7,0,1
536,1,2033,1054,3078,3082,2053,0,3340,2,3,4,0,1,0,653,0,0,0,0,0,81139,6036,75089,13,0,11792,2975,8816,0,2894,1,0,0,4489,0,0,13422,535,12841,46,8292,6933,1,1,138,0,0,0,90,13,0,0,6,0,0
537,1,3153,1055,3006,3071,1036,1036,3340,7,4,2,3,2,3,402,1,0,0,0,0,73086,1740,71125,220,0,13355,896,12238,220,1656,2,0,0,4363,0,0,12815,1935,10492,388,9017,8950,2,0,135,1,1,0,46,11,0,0,6,0,0
538,1,2055,3401,2049,3117,1033,3105,3364,1,2,8,0,1,0,728,0,0,0,0,0,18615,5309,7535,5770,0,4306,2948,1358,0,2352,4,74,0,1564,0,0,8465,2005,6347,113,6883,5825,0,0,40,0,0,0,317,10,3,0,15,3,0
539,0,1055,3006,3072,3046,3031,0,3340,2,12,8,0,1,0,242,0,0,0,0,0,117263,0,117263,0,752,17213,0,17213,0,3367,3,1880,0,1653,0,0,25441,7602,17204,633,12011,12080,0,0,176,2,1,1,71,15,0,0,5,0,0
540,0,3092,3107,2049,3020,1056,3174,3340,4,8,8,2,1,1,672,0,0,0,0,0,28004,23345,4437,222,0,10755,9720,813,222,3888,7,2317,0,1200,0,0,21082,5431,15056,594,10218,9150,1,0,23,0,0,0,220,14,2,0,24,4,0
541,0,1401,2031,3143,3065,3190,3158,3340,6,5,11,2,1,2,1052,0,0,0,0,0,142905,109786,20274,12844,0,19067,15330,1512,2224,34316,1,668,0,0,0,0,50429,10676,33918,5835,12012,11725,0,0,32,113,70,43,1065,15,0,0,13,1,0
542,0,3165,3020,3089,3285,0,0,3340,9,9,8,3,2,1,544,1,0,0,0,0,146195,129538,11137,5520,0,30884,28581,2070,232,1283,1,614,0,6351,0,0,23148,11564,11121,462,12863,11900,1,0,168,2,2,0,585,16,0,0,11,0,0
543,0,3153,3124,3047,1055,1011,3082,3340,6,10,3,3,1,2,775,0,0,0,0,0,139076,2675,134353,2047,0,21227,684,18783,1759,3701,1,1167,0,4247,0,0,32750,7781,23947,1020,12012,12475,2,0,168,1,0,1,195,16,0,0,13,0,0
544,1,3040,3165,3027,3100,1026,1052,3340,10,8,5,6,2,1,542,1,0,0,0,0,156481,120716,31573,4190,0,29004,24679,2636,1688,6054,1,2682,0,4802,0,0,27333,12064,15004,264,14475,14420,1,0,185,18,11,7,108,17,0,0,5,0,0
545,1,3077,3047,1419,3078,3156,3052,3340,8,3,5,4,1,2,1219,0,0,0,0,0,173376,8470,154746,10159,1007,23823,2048,20117,1657,14148,1,1282,0,5103,0,0,31172,11127,18773,1272,14411,13258,2,0,76,82,53,29,640,17,0,0,16,0,0
546,1,1055,3153,3087,3006,3031,3052,3340,5,10,7,3,1,1,347,0,0,0,0,0,171418,44002,126225,1190,710,17903,2137,15765,0,7861,1,882,0,4223,0,0,37283,13349,22347,1585,13603,12625,1,1,219,6,6,0,63,17,1,0,15,0,0
547,1,3072,3085,3031,3036,3006,0,3340,18,6,7,5,3,5,538,3,1,0,0,0,230975,37373,184445,9156,1247,39705,4036,32095,3573,3149,4,639,0,12073,0,0,24455,10599,13698,158,17638,15600,4,0,221,11,7,4,358,18,0,0,8,0,0
548,1,3107,2049,3092,3111,3100,2053,3341,3,0,21,3,1,1,0,0,0,0,0,0,53177,37216,11110,4850,0,11224,8800,1703,720,7548,9,294,0,1818,0,0,15297,8762,6282,252,13464,11325,2,1,48,2,0,2,458,16,1,0,25,3,1
549,0,3748,1053,1043,3053,3111,1419,3340,6,11,1,2,2,2,512,1,0,0,0,0,153907,37759,110734,5414,0,16267,7580,7466,1220,20081,1,468,0,178,0,0,47003,15738,28938,2326,12251,11875,1,0,53,80,44,36,678,15,0,0,14,1,0
550,0,3072,3142,3031,3006,1042,1051,3340,2,8,10,0,1,0,777,0,0,0,0,0,157668,0,156762,906,1436,23765,0,22979,786,2691,4,49,0,4285,0,0,21136,7824,12151,1160,12655,12675,0,0,222,4,2,2,148,14,1,0,13,0,0
551,0,3157,3085,3158,3124,3115,0,3340,7,12,6,4,1,1,324,0,0,0,0,0,173009,99768,73139,102,366,28769,15979,12687,102,4812,5,411,0,3194,0,0,28532,11533,16287,712,13845,13800,1,0,220,15,14,1,111,16,0,0,13,1,1
552,0,3165,3157,3151,3020,1026,1052,3340,9,6,10,4,1,2,1218,0,0,0,0,0,131689,119236,11503,950,0,38408,36920,850,638,1983,1,0,0,2967,0,0,22630,12351,9269,1009,13270,12185,1,0,182,1,0,1,619,16,2,0,15,1,0
553,0,3190,2301,3157,3158,3024,0,3364,2,8,13,2,2,1,770,1,0,0,0,0,21089,18970,2119,0,0,13341,12152,1189,0,303,1,373,0,305,0,0,18336,9703,6918,1715,10297,9350,0,0,16,0,0,0,155,14,0,0,21,7,0
554,1,3107,3401,2049,3190,3047,1031,3364,2,6,25,0,1,0,598,0,0,0,0,0,32368,21846,7406,3114,0,8753,6559,1203,990,7874,5,895,0,1193,0,0,26301,14175,11709,416,10301,9350,0,0,37,0,0,0,169,16,0,0,22,5,0
555,1,1401,3010,3047,3143,3742,3102,3340,8,1,16,7,2,1,1724,1,0,0,0,0,165660,109548,42992,13119,0,20455,15258,3076,2120,12606,1,0,0,1274,0,0,42058,16643,24596,818,13858,13225,0,0,31,124,71,53,717,17,0,0,14,2,0
556,1,3001,3165,3285,1058,0,3020,3340,8,6,22,5,3,2,949,1,1,0,0,0,133331,116900,15722,708,0,29616,28189,1296,130,2836,1,1320,0,2353,0,0,17563,12675,4669,218,13839,12100,0,0,171,6,4,2,1458,17,0,0,13,1,0
557,1,3006,3153,3046,1055,3087,0,3340,9,9,10,3,2,3,595,1,0,0,0,0,117636,20294,84867,12474,539,18585,1400,13848,3335,4585,2,126,0,2488,0,0,25543,12232,12833,478,13753,10500,2,0,180,3,0,3,73,16,2,0,16,1,0
558,1,3143,3071,3047,3153,3065,3026,3364,18,4,10,8,3,3,741,2,1,0,0,0,173941,11223,160707,2010,0,28875,3745,24782,348,8461,1,0,0,4489,0,0,41831,20083,20931,816,17297,15725,3,0,242,11,2,9,435,18,1,0,8,2,0
559,0,3074,1408,3143,3111,3742,3156,3340,18,5,8,11,2,3,994,2,0,0,0,0,200169,45715,139660,14794,0,31255,6465,24033,756,6969,1,0,0,0,0,0,36173,10787,22275,3110,17837,16725,2,0,87,61,41,20,1146,18,4,0,32,2,1
560,0,3508,3006,3094,3072,3031,3036,3340,10,9,13,3,2,4,458,1,0,0,0,0,277680,15668,259752,2260,1074,37520,3662,33380,478,4339,2,0,0,0,0,0,27373,11779,13759,1835,18457,17975,3,0,279,25,8,17,243,18,1,0,10,1,0
561,0,3116,3146,3157,3020,3100,1052,3340,10,10,7,4,1,4,746,0,0,0,0,0,174847,60177,113799,870,0,30128,22392,6866,870,17005,1,0,0,0,0,0,44899,12189,29464,3245,15266,14135,1,0,225,2,0,2,505,18,0,0,11,0,0
562,0,2303,3107,3047,3110,3102,0,3364,2,14,15,0,1,0,261,0,0,0,0,0,41776,22910,11793,7072,0,11463,7526,3348,588,12144,6,0,0,0,0,0,48869,13072,28116,7680,11874,11300,0,0,44,0,0,0,945,15,2,0,32,3,0
563,0,3165,3089,3157,3020,3135,3113,3340,9,11,13,3,2,3,334,1,0,0,0,0,158213,139850,18187,175,0,24842,23241,1425,175,1766,1,0,0,0,0,0,24612,11788,11887,937,15299,15154,1,0,173,16,3,13,1357,17,2,0,19,1,0
564,1,3155,3111,3071,3143,3102,3075,3340,7,9,17,2,2,2,438,1,0,0,0,0,134541,2974,126398,5167,155,28162,2335,21514,4312,2917,1,0,0,0,0,0,37743,15858,20380,1504,15010,13150,1,0,166,7,7,0,342,18,0,0,13,1,0
565,1,1056,3135,3165,3285,3089,3020,3340,10,12,14,3,2,3,342,2,0,0,0,0,197313,173855,20756,2702,0,34024,31795,1528,700,706,1,0,0,0,0,0,22180,14278,7739,162,16600,14500,3,0,200,28,14,14,493,18,2,0,20,1,0
566,1,3107,3190,3117,2302,3068,3065,3340,3,10,32,2,1,1,645,0,0,0,0,0,46132,36484,8585,1062,0,17931,13925,2988,1017,7266,6,0,0,0,0,0,32655,10282,21606,767,14495,13150,0,0,23,4,0,4,237,17,0,0,23,3,0
567,1,3748,3153,3156,1028,3111,1419,3340,9,10,11,2,2,2,641,1,0,0,0,0,205987,44142,154961,6883,0,20682,9434,10123,1124,20152,1,0,0,0,0,0,51148,12865,37995,288,16025,14475,2,0,89,89,53,36,511,18,0,0,14,0,0
568,1,3072,3046,3153,3006,3031,3026,3340,20,8,9,10,3,3,635,4,1,0,0,0,237961,557,217570,19833,1709,43715,557,33504,9653,4729,4,0,0,0,0,0,28347,11708,16493,146,19901,17775,3,3,236,10,6,4,203,18,1,0,11,2,0
569,1,1055,3087,3006,3031,1043,1036,3340,5,3,6,2,1,2,643,0,0,0,0,0,123636,20271,97860,5503,1488,14328,1139,13167,22,3922,1,2343,0,3202,0,0,21823,2211,19528,84,9805,10400,1,0,142,12,0,12,145,14,0,0,7,0,1
570,1,1056,3116,0,3001,3165,3040,3363,11,3,2,8,1,2,623,0,0,0,0,0,118581,110930,7543,106,0,17877,17248,629,0,4734,1,0,0,3228,0,0,14197,6258,7939,0,12223,12235,2,0,208,3,2,1,2313,16,1,0,6,0,0
571,1,3143,3047,3078,1416,3211,0,3340,16,0,3,16,2,1,0,2,0,0,0,0,125924,28360,90094,7470,0,22271,6680,14008,1582,6179,1,0,0,4687,0,0,15685,3558,11959,168,12575,11558,1,0,26,88,46,42,543,15,0,0,11,0,0
572,1,3006,3153,3085,1038,1037,0,3363,2,5,3,0,1,0,481,0,0,0,0,0,103157,76,102903,178,348,6766,76,6690,0,2716,2,0,0,2752,0,0,15060,5393,9576,90,9494,9375,1,0,175,10,1,9,13,13,0,0,5,1,0
573,1,2303,3190,2055,3801,3117,1004,3364,2,4,8,0,1,0,692,0,0,0,0,0,13759,8717,4363,678,0,5921,4409,834,678,1596,4,108,0,0,0,0,16514,5499,10918,96,7539,6975,0,0,33,1,1,0,70,12,2,0,25,7,0
574,0,2049,2010,3098,3027,3158,1026,3364,3,7,3,3,1,1,921,0,0,0,0,0,28805,25555,3250,0,0,11099,10088,1010,0,257,1,724,0,875,0,0,11786,5035,6401,350,7688,7165,0,0,24,2,1,1,39,11,3,0,22,3,0
575,0,3142,3158,1412,1036,0,0,3340,3,7,0,2,2,1,459,1,0,0,0,0,124038,14948,101361,7728,261,9738,2105,7194,438,9851,1,325,0,0,0,0,27409,6892,20309,208,8456,6925,0,0,18,100,71,29,462,13,0,0,11,2,0
576,0,1055,3153,3047,3044,3101,1027,3363,2,9,0,0,1,0,429,0,0,0,0,0,88220,1961,86259,0,380,17833,1141,16691,0,4959,1,0,0,1455,0,0,25519,4585,20197,736,8013,7675,1,0,151,1,0,1,127,14,1,0,6,1,0
577,0,1055,3508,3006,3085,1037,0,3340,5,2,2,3,2,2,1176,1,0,0,0,0,97128,1680,95447,0,373,11708,1153,10555,0,1635,2,0,0,418,0,0,12157,3692,7931,534,9661,8875,0,0,190,0,0,0,1653,14,0,0,6,2,0
578,0,1056,3165,3020,1052,1027,1026,3340,2,11,0,0,1,0,301,0,0,0,0,0,62252,50217,12034,0,0,8203,7561,642,0,0,0,1339,0,0,0,0,16227,11475,4297,454,7253,6235,0,0,106,0,0,0,383,12,0,0,11,1,0
579,1,3153,3111,2033,3057,3044,1042,3340,3,4,2,2,1,1,462,0,0,0,0,0,80711,15366,64912,433,0,8434,1904,6374,155,966,1,178,0,4952,0,0,12303,6431,5643,228,8936,7500,4,0,131,10,2,8,177,13,0,0,5,0,0
580,1,2302,1033,3117,3110,1029,0,3340,2,3,14,2,1,1,589,0,0,0,0,0,19206,9540,7835,1831,0,6577,3929,2647,0,674,2,235,0,2476,0,0,13494,2818,10676,0,8169,6825,1,0,20,0,0,0,376,11,1,0,17,4,0
581,1,1055,3085,3031,3006,3086,2015,3340,12,1,9,6,2,2,843,2,0,0,0,0,106364,2083,104281,0,1092,20168,1159,19008,0,3679,3,0,0,9252,0,0,9136,4672,4207,256,11609,9850,3,0,164,0,0,0,31,13,0,0,2,0,0
582,1,3146,2031,1001,1402,3057,1042,3340,8,2,6,7,1,1,668,0,0,0,0,0,57504,36987,17251,3266,0,9192,6072,2344,776,2743,1,4,0,3192,0,0,13810,4886,7924,1000,8970,7825,1,0,17,34,26,8,251,12,0,0,8,0,1
583,1,1056,3285,3165,1001,1052,0,3340,6,7,7,4,1,1,223,0,0,0,0,0,81350,64946,15877,526,0,16524,14979,1018,526,711,1,170,0,3700,0,0,11880,8240,3283,356,9466,7485,0,2,138,0,0,0,57,13,0,0,1,1,0
584,0,1055,1083,3006,3085,0,2055,3340,1,7,1,0,1,0,402,0,0,0,0,0,53385,843,52541,0,229,6440,364,6076,0,2074,2,0,0,653,0,0,14199,5709,8414,76,6249,4825,0,0,110,0,0,0,31,10,1,0,3,0,0
585,0,3301,2049,2053,3111,0,0,3341,0,7,1,0,0,0,274,0,0,0,0,0,4932,3309,1623,0,0,2198,1396,801,0,2200,4,1576,0,0,0,0,13898,2985,10912,0,4338,4025,0,0,2,0,0,0,49,9,1,0,12,2,0
586,0,3153,0,0,0,1419,3111,3340,7,5,0,5,1,1,859,0,0,0,0,0,69484,22012,44556,2916,0,7767,3798,3128,840,10951,1,298,0,0,0,0,21948,6078,15829,40,7441,7225,0,0,13,52,40,12,268,11,0,0,8,0,0
587,0,2033,3025,2055,3047,3751,1031,3340,3,4,3,3,1,1,1005,0,0,0,0,0,66638,36160,29782,696,0,9602,7643,1959,0,768,1,1145,0,1168,0,0,13529,6376,6452,701,7279,6350,1,0,94,20,4,16,716,13,2,0,6,1,0
588,0,1056,3165,3151,3070,0,0,3340,6,8,3,3,1,2,243,0,0,0,0,0,82420,73894,8525,0,0,13696,13178,517,0,3261,1,458,0,652,0,0,17683,8327,8716,640,8314,7375,0,0,128,4,1,3,1603,12,1,0,2,1,0
589,1,1054,3152,3151,3020,3116,3108,3340,11,5,13,4,2,4,416,3,0,0,0,0,116546,96860,19171,513,0,25335,23474,1828,32,2515,1,1782,0,2686,0,0,22501,8188,13728,584,12617,11025,1,0,147,7,6,1,911,15,1,0,7,3,0
590,1,3401,3067,3110,3111,3211,0,3340,2,2,30,0,1,0,750,0,0,0,0,0,19664,11712,7141,811,0,6835,4034,2217,583,3423,4,1886,0,716,0,0,18758,8579,9842,335,9927,8300,0,0,25,0,0,0,408,14,0,0,11,1,0
591,1,3153,3748,3133,3155,1419,3111,3340,17,4,8,9,3,4,934,5,1,0,0,0,123509,29139,88668,5702,0,18982,7974,9518,1489,13686,1,657,0,1193,0,0,28472,9994,18056,421,14141,13675,0,0,37,76,40,36,458,15,0,0,11,3,0
592,1,3040,3116,3108,3027,1057,0,3340,11,3,7,5,2,2,488,1,0,0,0,0,113504,99813,12189,1502,0,17978,16917,457,604,7929,1,277,0,4567,0,0,18908,9672,8585,651,12411,10695,3,0,159,2,1,1,3159,15,1,0,8,0,0
593,1,1055,3085,3153,3006,1036,1037,3340,6,6,20,3,2,2,541,1,0,0,0,0,119855,442,114889,4523,464,26250,442,25119,688,4884,3,0,0,5727,0,0,21986,8123,13831,31,11927,8975,1,1,145,6,1,5,213,14,0,0,8,0,0
594,0,1055,3153,3025,3158,3042,0,3363,5,12,6,2,2,2,247,1,0,0,0,0,99620,21656,77902,61,0,21995,4329,17604,61,2415,3,0,0,2487,0,0,20389,8235,11435,718,10268,9900,1,0,160,0,0,0,220,13,0,0,5,0,0
595,0,1055,3153,3091,3111,3052,1028,3340,6,10,3,2,1,2,292,0,0,0,0,0,68278,33046,35231,0,0,10522,4733,5789,0,1204,2,0,0,532,0,0,22087,13759,7684,644,9742,9450,0,0,139,0,0,0,377,14,2,0,13,2,1
596,0,1401,2031,3047,3102,1029,0,3340,0,8,9,0,0,0,660,0,0,0,0,0,62951,45365,10620,6965,0,9856,7826,1371,658,2827,1,475,0,0,0,0,24957,12429,11887,640,7571,6625,0,0,19,56,42,14,140,12,0,0,9,0,0
597,0,3001,2010,3027,3070,3020,3136,3340,5,8,3,2,2,1,518,1,0,0,0,0,110117,101024,8454,638,552,22262,21396,323,542,9262,1,370,0,1978,0,0,25867,12501,12585,780,10419,9950,0,0,166,4,4,0,2842,14,0,0,6,1,0
598,0,2301,3107,3190,3047,1004,1052,3364,4,9,9,0,1,0,240,0,0,0,0,0,16237,9559,5662,1016,0,6946,3622,2561,762,1040,1,611,0,256,0,0,17392,7624,9153,615,8838,8685,0,0,18,0,0,0,216,13,3,0,16,4,0
599,0,3069,3107,3190,3504,3117,0,3340,4,7,18,2,1,1,936,0,0,0,0,0,17938,10575,5538,1824,0,9622,6236,3061,324,11011,14,1614,0,926,0,0,20997,12877,7521,597,10861,10225,0,0,4,0,0,0,193,14,1,0,10,0,0
600,0,1031,3031,3085,3006,3072,1057,3340,7,8,6,5,2,1,937,2,0,0,0,0,239623,538,238724,360,1907,20139,399,19380,360,2139,2,950,0,4958,0,0,24628,11311,11912,1404,14646,13645,2,0,248,32,12,20,61,16,1,0,12,1,0
