id,win,item1,item2,item3,item4,item5,item6,trinket,kills,deaths,assists,largestkillingspree,largestmultikill,killingsprees,longesttimespentliving,doublekills,triplekills,quadrakills,pentakills,legendarykills,totdmgdealt,magicdmgdealt,physicaldmgdealt,truedmgdealt,largestcrit,totdmgtochamp,magicdmgtochamp,physdmgtochamp,truedmgtochamp,totheal,totunitshealed,dmgselfmit,dmgtoobj,dmgtoturrets,visionscore,timecc,totdmgtaken,magicdmgtaken,physdmgtaken,truedmgtaken,goldearned,goldspent,turretkills,inhibkills,totminionskilled,neutralminionskilled,ownjunglekills,enemyjunglekills,totcctimedealt,champlvl,pinksbought,wardsbought,wardsplaced,wardskilled,firstblood
435,1,3089,2010,3165,3020,3285,1026,3364,10,8,17,3,2,4,604,1,0,0,0,0,121712,100307,21174,230,0,31742,28660,2962,120,2523,1,19608,4001,1932,11,0,21335,10959,9492,882,14246,13200,0,0,149,1,0,1,482,17,0,0,5,1,0
436,1,3022,3143,3194,3111,3071,3751,3364,11,8,5,5,2,3,397,1,0,0,0,0,177447,16536,158765,2146,492,31739,5006,26565,168,3746,1,31176,7453,3997,12,0,43723,15857,22664,5201,15566,14650,2,0,214,6,5,1,1240,18,0,0,6,1,0
437,1,3153,3053,0,3091,3111,1419,3340,11,10,5,4,3,3,397,1,1,0,0,0,191254,53580,129736,7938,0,26240,10418,14234,1588,24363,1,34460,11856,2816,22,0,53759,12681,36488,4588,15392,12375,0,1,59,115,57,58,684,18,0,0,14,0,0
438,1,3222,3190,3800,3069,3109,3117,3364,7,5,29,3,1,2,535,0,0,0,0,0,45357,36103,8448,806,0,23069,19171,3091,806,5296,1,31477,1569,1569,11,0,28396,8283,18415,1697,15270,13500,2,1,36,0,0,0,210,17,2,0,4,4,0
439,0,3107,2049,3092,2031,3158,1058,3364,2,8,9,0,1,0,471,0,0,0,0,0,50564,41781,6735,2047,0,10663,8949,1076,638,1343,5,8089,4021,478,21,0,19555,4587,13312,1656,8728,7550,0,0,60,1,0,1,184,12,2,0,10,3,0
440,0,3146,3151,3020,1082,1026,1052,3340,9,10,8,4,3,2,482,2,1,0,0,0,104292,90315,12893,1083,0,22673,19573,2396,704,4376,1,11890,3368,166,6,0,27493,8927,16833,1732,10504,9485,0,0,130,0,0,0,13,14,0,0,3,1,0
441,0,3047,3068,3193,1054,1031,1029,3340,4,5,4,2,2,1,582,1,0,0,0,0,104619,73200,18246,13172,0,15759,9212,2994,3553,6078,1,36299,6976,550,14,0,29680,6648,21975,1056,8958,8200,0,0,135,8,2,6,257,14,0,0,9,1,0
442,0,3800,2031,3047,1400,1028,0,3340,1,8,7,0,1,0,744,0,0,0,0,0,75029,16707,49266,9056,0,6239,1438,3576,1224,8044,4,26036,8822,0,9,0,27364,7610,18341,1412,7547,6775,1,0,14,61,46,15,596,11,0,0,8,0,0
443,0,1055,3031,3006,3085,3086,0,3340,3,8,3,0,1,0,405,0,0,0,0,0,97348,899,94849,1599,1030,16695,678,15710,306,1550,4,6829,4832,2570,6,0,15478,4827,9987,664,9116,8800,1,0,139,7,4,3,191,12,0,0,6,0,0
444,1,1053,3026,3094,3006,3508,0,3363,12,3,6,4,2,4,649,2,0,0,0,0,135994,8449,125670,1874,534,25491,2684,22176,630,5066,4,9163,17474,12096,26,0,17066,8324,8366,376,13608,11175,4,2,170,2,1,1,176,14,3,0,11,1,0
445,1,3082,3748,1028,3111,3071,3065,3340,12,2,7,6,2,3,783,1,0,0,0,0,131232,1338,124867,5026,0,30132,1338,23767,5026,12051,1,24637,8030,5785,18,0,30503,11251,17535,1716,13615,12650,4,0,183,2,0,2,159,16,2,0,11,0,0
446,1,1056,3020,3157,3115,1058,1026,3340,3,4,10,2,1,1,690,0,0,0,0,0,89915,80869,9017,28,0,13602,13100,501,0,1889,1,6789,5430,1550,11,0,14085,7166,4537,2381,11016,9600,1,0,144,8,8,0,153,14,0,0,8,0,0
447,1,3153,2003,1033,3053,1419,3111,3340,11,4,5,5,1,3,561,0,0,0,0,0,124543,33332,84196,7014,0,18019,6848,10305,866,15397,1,20362,16638,5657,18,0,30954,11480,19112,362,12511,10425,0,0,29,70,35,35,720,15,0,0,10,0,1
448,1,2301,3117,3190,3504,0,0,3364,1,6,14,0,1,0,478,0,0,0,0,0,26447,19573,5946,928,0,9065,7564,1501,0,83,1,6341,5149,2405,36,0,10856,4148,5118,1589,9238,7925,0,0,19,0,0,0,200,12,1,0,14,3,0
449,0,3078,2033,3047,3742,3211,3067,3340,7,8,0,2,1,2,367,0,0,0,0,0,102079,14502,86779,798,0,13621,3355,10097,168,4000,1,21487,2423,2071,7,0,27772,7074,15065,5632,10377,10233,1,0,160,4,4,0,225,15,0,0,5,0,0
450,0,1056,1026,3022,3111,3085,1043,3340,4,6,9,2,1,2,407,0,0,0,0,0,95382,52915,41881,586,244,21690,13814,7290,586,1928,1,9978,2105,385,11,0,21100,6317,11560,3222,10115,9300,0,0,158,8,8,0,855,15,0,0,6,2,0
451,0,3078,3153,3070,3047,0,0,3340,3,8,7,0,1,0,600,0,0,0,0,0,95780,12546,82849,384,0,19554,3419,15822,312,1663,2,6703,2630,383,11,0,18244,6531,10728,983,9741,9633,0,0,166,0,0,0,18,13,0,0,4,4,0
452,0,1408,3074,2055,3111,1011,1031,3340,6,8,6,2,1,2,565,0,0,0,0,0,105392,22917,75348,7126,0,10751,1831,8748,172,6104,1,15515,2244,0,38,0,26073,6874,17964,1233,10069,9325,0,0,52,75,49,26,714,14,2,0,25,1,0
453,0,3401,2049,3193,3047,3082,1028,3364,3,7,9,0,1,0,393,0,0,0,0,0,44575,26640,12683,5252,0,11012,7844,3167,0,3286,4,41715,149,149,28,0,26661,6308,16387,3965,8711,8250,0,0,59,0,0,0,487,13,0,0,12,0,0
454,1,3117,3401,2045,3068,2055,0,3340,2,1,15,0,1,0,781,0,0,0,0,0,30526,15528,10490,4507,0,9217,4618,3688,910,2496,4,17967,2755,1280,51,0,17456,6180,11135,140,9868,8675,2,1,36,3,0,3,125,14,9,0,31,3,1
455,1,3153,1057,0,3053,1419,3111,3340,4,5,6,2,1,1,671,0,0,0,0,0,163213,40388,109289,13534,0,11324,5068,5170,1086,18829,1,20521,34822,2434,11,0,35489,6366,28581,542,11905,10595,1,0,62,77,50,27,498,15,0,0,6,0,0
456,1,3748,3133,3009,3071,3801,3010,3364,7,6,11,3,3,1,507,1,1,0,0,0,113174,55,103847,9270,0,20082,55,14770,5256,5615,1,18111,7115,6097,7,0,24619,6436,17874,308,12782,11750,4,0,158,0,0,0,497,16,0,0,5,0,0
457,1,3136,1056,3020,3165,3285,1026,3363,12,5,8,6,3,3,415,1,1,0,0,0,121651,74707,13193,33750,0,24045,16535,1669,5841,3509,1,6654,12459,7274,18,0,16804,5885,10670,248,13082,11250,1,0,141,7,1,6,47,16,0,0,13,2,0
